username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,Search_Term
,4/24/2014 20:09,12,4,Picture from a viewer of the front of the train in the Train vs. Farm Equipment accident near Savoy. pic.twitter.com/jUw3gPbccg,,,,4.60E+17,https://twitter.com/Derick_Fabert/status/459499524583456768,Farm Equipment Accident
,4/5/2014 13:40,0,2,If I was in an accident and lost my arms,,,,,,Farm Equipment Accident
,2/12/2014 17:05,0,0,From KHQLocalNews: Idaho Man Dies In Farm Equipment Accident http://do.gd/1lERws0 ,,,,4.34E+17,https://twitter.com/SimondsData/status/433738605790777344,Farm Equipment Accident
,2/12/2014 17:04,0,0,Idaho man dies in farm equipment accident: Police say 54-year-old Antonio Ponce of Burley slipped and got caught... http://dlvr.it/4w5z9z ,,,,4.34E+17,https://twitter.com/boisedailynews/status/433738385274834944,Farm Equipment Accident
,2/7/2014 9:45,0,0,A Fund has been established to help a Sturgis man recover from a freak farm equipment accident.... http://fb.me/2ORF8klY0 ,,,,4.32E+17,https://twitter.com/kotatweets/status/431816098657218561,Farm Equipment Accident
,1/1/2014 21:04,0,7,Please say a prayer for one of our family friends who was involved in a farm equipment accident this evening.,,,,4.19E+17,https://twitter.com/kate_hattery/status/418578435401711616,Farm Equipment Accident
,12/26/2013 4:20,0,0,Calculate compensation for defective farm equipment accident with Claims solicitor | @scoopit http://sco.lt/6G2wAT ,,@scoopit,,4.16E+17,https://twitter.com/CarrieHailey/status/416151645068988416,Farm Equipment Accident
,12/26/2013 4:15,0,0,Calculate #compensation for defective farm #equipment #accident with #Claims #solicitors http://workaccidentclaimssolicitors.co.uk/defective-farm-equipment-accident.aspx …,,,#compensation #equipment #accident #Claims #solicitors,4.16E+17,https://twitter.com/CarrieHailey/status/416150257467002881,Farm Equipment Accident
,11/18/2013 21:19,0,0,Two operators of farm equipment escape injury in November 14 accident near Doon. November 21 Sioux County Capital-Democrat.,,,,4.03E+17,https://twitter.com/CapDemo/status/402637103609020416,Farm Equipment Accident
,11/18/2013 15:03,0,0,November 14 accident damages semi-tractor and farm equipment. No injuries were reported. November 21 Sioux County Capital-Democrat.,,,,4.03E+17,https://twitter.com/CapDemo/status/402542689196863488,Farm Equipment Accident
,11/10/2013 20:02,1,2,Farm equipment mechanic ChristopherVondracek,,,,,,Farm Equipment Accident
,11/7/2013 8:24,0,0,SQ investigating fatal accident in Saint-Vallier east of Lévis: 13yr-old died - mother drove into tractor hauling farm equipment. #cbcmtl,,,#cbcmtl,3.98E+17,https://twitter.com/CatouCBC/status/398456046642929664,Farm Equipment Accident
,10/24/2013 14:30,0,0,Farm Equipment accident in the Glades,,,,,,Farm Equipment Accident
,10/3/2013 11:03,0,0,Farm Equipment Accident On Highway 49: Angels Camp,,,,,,Farm Equipment Accident
,10/3/2013 7:45,2,0,#Horry SC RT @HCFRBattalion2: Helicopter requested to assist with accident involving farm equipment in Green Sea Community on HWY 9.,,@HCFRBattalion2,#Horry,3.86E+17,https://twitter.com/CarolinaScanner/status/385747450465492992,Farm Equipment Accident
,9/17/2013 18:05,3,1,Hoping the accident on meridian and 24 comes out okay,,,,,,Farm Equipment Accident
,9/16/2013 21:53,0,3,One of my bigger fears is having a car accident with farm equipment... A young girl shouldn't have to worry about that,,,,3.80E+17,https://twitter.com/meggplaant/status/379800189957337088,Farm Equipment Accident
,9/5/2013 14:46,0,0,Gtown Fire/EMS official tells me the man injured in the farm equipment accident did not suffer life-threatening inj. http://www.scnow.com/observer/news/article_062d2964-165d-11e3-a730-001a4bcf6878.html …,,,,3.76E+17,https://twitter.com/chrismckagen/status/375706489035309056,Farm Equipment Accident
,9/5/2013 14:05,0,0,Man injured severely in accident involving farm equipment in Hemingway http://www.scnow.com/observer/news/article_062d2964-165d-11e3-a730-001a4bcf6878.html …,,,,3.76E+17,https://twitter.com/chrismckagen/status/375696307714678784,Farm Equipment Accident
,8/31/2013 7:47,0,0,@NigelSlater @rlmagribusiness I used to drive all farm equipment till motorbike accident. Its well cool Nigel #farming,,@NigelSlater @rlmagribusiness,#farming,3.74E+17,https://twitter.com/Bezzagb10/status/373789243342331904,Farm Equipment Accident
,8/26/2013 18:22,0,0,Farm equipment left on highway 30 from semi accident http://fb.me/1tayg6Dmz ,,,,3.72E+17,https://twitter.com/tk50010/status/372137040793452544,Farm Equipment Accident
,8/21/2013 19:37,0,1,@remyysaraa *retweet* it scares me! Almost every time I see farm equipment on the road there is a near accident.,,@remyysaraa,,3.70E+17,https://twitter.com/nicolefranny_12/status/370343888755511297,Farm Equipment Accident
,8/20/2013 17:19,0,0,@MrsJamieLKing What happened? Did you have some kind of farm equipment accident?,,@MrsJamieLKing,,3.70E+17,https://twitter.com/notlife/status/369946875451174912,Farm Equipment Accident
,8/16/2013 3:46,0,0,Geezis. If anyone's needed a mass farm-equipment accident,,,,,,Farm Equipment Accident
,7/15/2013 20:12,0,0,Accident reminds motorists to be aware of farm equipment http://www.mywithersradio.com/centralia/?p=6184 … http://fb.me/34O3ZpCj4 ,,,,3.57E+17,https://twitter.com/wily1210/status/356944465988030464,Farm Equipment Accident
,7/15/2013 20:12,0,0,Accident reminds motorists to be aware of farm equipment http://www.mywithersradio.com/centralia/?p=6184 … http://fb.me/2SYDSaw3P ,,,,3.57E+17,https://twitter.com/wily1210/status/356944302473101312,Farm Equipment Accident
,7/7/2013 19:48,0,0,LEE COUNTY,,,,,,Farm Equipment Accident
,7/3/2013 14:00,0,1,You know what'd suck? If you spent a whole lotta money on an arm tattoo,,,,,,Farm Equipment Accident
,6/13/2013 14:36,0,1,Road to my house is blocked of because of a farm equipment accident @SmallTwnProbs,,@SmallTwnProbs,,3.45E+17,https://twitter.com/atohop71/status/345263390895251457,Farm Equipment Accident
,6/12/2013 13:59,0,0,BAD accident on HWY 2 beside clow farm equipment! #headsup,,,#headsup,3.45E+17,https://twitter.com/budnorris4/status/344891628781187073,Farm Equipment Accident
,5/31/2013 1:45,0,1,My Farm Equipment Accident fetiSh is taking me in 2 some dark corn fields,,,,3.40E+17,https://twitter.com/SwampsOfSadness/status/340358432773251073,Farm Equipment Accident
,5/28/2013 15:59,0,0,@Christal_L My beagle had an accident last night. Ran full tilt into farm equipment. Stitches.. Lots of stitches...,,@Christal_L,,3.39E+17,https://twitter.com/off_momma/status/339486038756057088,Farm Equipment Accident
,5/16/2013 9:59,0,0,Emergency officials are responding to an accident at or near Reynolds Farm Equipment in #Muncie.,,,#Muncie,3.35E+17,https://twitter.com/TheStarPress/status/335046886715174912,Farm Equipment Accident
,4/27/2013 22:56,0,1,@cherryvalentino BTW I don't think I've told you but I really hated to hear about your tragic farm equipment accident ...,,@cherryvalentino,,3.28E+17,https://twitter.com/_Portmanteau_/status/328357028886110208,Farm Equipment Accident
,4/27/2013 19:40,0,0,Man Killed in Farm Equipment Accident - ABC5 News Des Moines,,,,,,Farm Equipment Accident
,4/27/2013 19:38,0,0,Man Killed in Farm Equipment Accident: A central Iowa man has died after being crushed between two pieces of farm... http://dlvr.it/3Hwmzs ,,,,3.28E+17,https://twitter.com/desmoinesdaily/status/328307154824097792,Farm Equipment Accident
